DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-05-18 00:00:00;6;9;7;0;0;0;0;0
2020-05-18 00:15:00;15;15;10;0;0;0;0;0
2020-05-18 00:30:00;13;18;5;0;0;0;0;0
2020-05-18 00:45:00;4;11;8;0;0;0;0;0
2020-05-18 01:00:00;6;7;6;0;0;0;0;0
2020-05-18 01:15:00;5;5;6;0;0;0;0;0
2020-05-18 01:30:00;3;8;2;0;0;0;0;0
2020-05-18 01:45:00;3;10;4;0;0;0;0;0
2020-05-18 02:00:00;3;12;4;0;0;0;0;0
2020-05-18 02:15:00;3;6;2;0;0;0;0;0
2020-05-18 02:30:00;1;5;3;0;0;0;0;0
2020-05-18 02:45:00;1;6;3;0;0;0;0;0
2020-05-18 03:00:00;4;8;3;0;0;0;0;0
2020-05-18 03:15:00;0;2;1;0;0;0;0;0
2020-05-18 03:30:00;1;4;3;0;0;0;0;0
2020-05-18 03:45:00;2;7;6;0;0;0;0;0
2020-05-18 04:00:00;7;7;6;0;0;0;0;0
2020-05-18 04:15:00;7;10;9;0;0;0;0;0
2020-05-18 04:30:00;8;15;8;0;0;0;0;0
2020-05-18 04:45:00;16;25;11;0;0;0;0;0
2020-05-18 05:00:00;17;40;29;0;0;0;0;0
2020-05-18 05:15:00;27;46;60;0;0;0;0;0
2020-05-18 05:30:00;39;76;59;0;0;0;0;0
2020-05-18 05:45:00;42;70;45;0;0;0;0;0
2020-05-18 06:00:00;31;65;32;0;0;0;0;0
2020-05-18 06:15:00;30;105;50;0;1;0;0;0
2020-05-18 06:30:00;61;118;66;0;0;2;48;0
2020-05-18 06:45:00;54;131;53;0;1;0;0;0
2020-05-18 07:00:00;40;94;51;0;4;31;8;6
2020-05-18 07:15:00;43;131;76;0;1;12;19;0
2020-05-18 07:30:00;57;119;61;0;2;5;40;0
2020-05-18 07:45:00;71;152;71;0;3;2;28;9
2020-05-18 08:00:00;48;111;62;0;3;2;0;0
2020-05-18 08:15:00;69;125;64;0;0;2;8;0
2020-05-18 08:30:00;55;112;66;0;5;5;4;5
2020-05-18 08:45:00;63;118;56;0;3;0;4;4
2020-05-18 09:00:00;46;116;54;0;1;7;15;2
2020-05-18 09:15:00;58;134;39;0;6;3;2;2
2020-05-18 09:30:00;68;140;51;0;3;2;3;4
2020-05-18 09:45:00;65;133;70;0;5;8;16;4
2020-05-18 10:00:00;61;137;78;0;1;10;17;1
2020-05-18 10:15:00;50;139;65;0;6;3;2;3
2020-05-18 10:30:00;57;143;68;0;7;5;12;8
2020-05-18 10:45:00;71;141;64;0;10;7;10;2
2020-05-18 11:00:00;78;169;70;0;23;5;4;32
2020-05-18 11:15:00;65;133;71;0;14;2;8;0
2020-05-18 11:30:00;83;159;75;0;8;13;0;9
2020-05-18 11:45:00;115;148;80;0;19;0;1;20
2020-05-18 12:00:00;60;159;68;0;12;5;1;7
2020-05-18 12:15:00;97;163;58;0;16;0;4;15
2020-05-18 12:30:00;97;146;59;0;32;3;2;16
2020-05-18 12:45:00;96;140;90;0;9;5;27;7
2020-05-18 13:00:00;63;143;82;0;17;0;3;13
2020-05-18 13:15:00;82;165;82;0;6;0;13;5
2020-05-18 13:30:00;91;153;92;0;9;2;4;15
2020-05-18 13:45:00;78;154;85;0;8;0;6;4
2020-05-18 14:00:00;98;163;70;0;20;7;5;16
2020-05-18 14:15:00;132;174;74;0;25;15;4;22
2020-05-18 14:30:00;124;105;72;0;2;3;27;12
2020-05-18 14:45:00;117;104;72;0;4;2;17;2
2020-05-18 15:00:00;140;113;74;0;32;4;2;40
2020-05-18 15:15:00;139;108;74;0;34;12;24;10
2020-05-18 15:30:00;145;118;83;0;21;15;16;60
2020-05-18 15:45:00;124;156;85;0;27;5;36;18
2020-05-18 16:00:00;130;118;98;0;23;9;10;13
2020-05-18 16:15:00;146;108;77;0;8;3;2;6
2020-05-18 16:30:00;160;131;82;0;22;11;7;37
2020-05-18 16:45:00;132;136;98;0;22;3;6;7
2020-05-18 17:00:00;110;212;77;0;11;3;6;17
2020-05-18 17:15:00;98;215;87;0;9;9;4;3
2020-05-18 17:30:00;68;179;71;0;50;8;4;4
2020-05-18 17:45:00;85;175;78;0;18;12;8;4
2020-05-18 18:00:00;74;171;75;0;22;59;5;28
2020-05-18 18:15:00;65;169;69;0;19;2;10;6
2020-05-18 18:30:00;66;149;83;0;52;17;2;17
2020-05-18 18:45:00;56;140;57;0;28;0;0;12
2020-05-18 19:00:00;54;147;67;0;0;1;2;4
2020-05-18 19:15:00;48;118;57;0;67;5;2;80
2020-05-18 19:30:00;43;109;64;0;33;0;0;25
2020-05-18 19:45:00;46;82;59;0;10;0;8;0
2020-05-18 20:00:00;47;106;40;0;11;0;10;0
2020-05-18 20:15:00;38;104;29;0;3;0;0;8
2020-05-18 20:30:00;33;69;29;0;0;0;0;0
2020-05-18 20:45:00;32;55;37;0;0;0;0;0
2020-05-18 21:00:00;35;56;42;0;0;0;0;0
2020-05-18 21:15:00;22;49;40;0;0;0;0;0
2020-05-18 21:30:00;23;60;43;0;0;0;0;0
2020-05-18 21:45:00;40;65;28;0;0;0;0;0
2020-05-18 22:00:00;72;80;34;0;0;0;0;0
2020-05-18 22:15:00;45;54;21;0;0;0;0;0
2020-05-18 22:30:00;17;41;16;0;0;0;0;0
2020-05-18 22:45:00;8;29;18;0;2;0;0;0
2020-05-18 23:00:00;14;28;22;0;0;0;0;0
2020-05-18 23:15:00;14;21;17;0;0;0;0;0
2020-05-18 23:30:00;8;14;20;0;0;0;0;0
2020-05-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
